timestamp                 , sim_time      , coagulant_pump_speed_before_update, raw_water_turbidity_before_update, coagulant_pump_speed_after_logic, raw_water_turbidity_after_logic, coagulant_pump_speed_after_attack, raw_water_turbidity_after_attack, active_attack
2025-09-12T12:09:49.663492, 0:03:45.026918,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:09:54.664326, 0:03:50.027754,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:09:59.665166, 0:03:55.028594,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:10:04.665601, 0:04:00.029029,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:10:09.665981, 0:04:05.029407,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:10:14.666881, 0:04:10.030308,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:10:19.667336, 0:04:15.030762,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:10:24.668288, 0:04:20.031662,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:10:29.668669, 0:04:25.032099,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:10:34.669412, 0:04:30.032839,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:10:39.670276, 0:04:35.033667,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:10:44.671127, 0:04:40.034555,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:10:49.671727, 0:04:45.035160,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:10:54.672547, 0:04:50.035974,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:10:59.673389, 0:04:55.036817,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:11:04.673802, 0:05:00.037230,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:11:09.674662, 0:05:05.038087,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:11:14.675094, 0:05:10.038522,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:11:19.675507, 0:05:15.038934,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:11:24.676329, 0:05:20.039756,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:11:29.676727, 0:05:25.040154,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:11:34.677149, 0:05:30.040576,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:11:39.678005, 0:05:35.041438,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:11:44.678831, 0:05:40.042258,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:11:49.679505, 0:05:45.042933,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:11:54.680066, 0:05:50.043494,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:11:59.680983, 0:05:55.044411,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:12:04.681836, 0:06:00.045264,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:12:09.682627, 0:06:05.046064,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:12:14.683454, 0:06:10.046878,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:12:19.684321, 0:06:15.047749,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:12:24.685193, 0:06:20.048617,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:12:29.686180, 0:06:25.049608,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:12:34.687089, 0:06:30.050516,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:12:39.687509, 0:06:35.050936,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:12:44.688350, 0:06:40.051778,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:12:49.689188, 0:06:45.052615,                                100,                                52,                              100,                              54,                               100,                               54, None
2025-09-12T12:12:54.690116, 0:06:50.053543,                                100,                                54,                              100,                              46,                               100,                               46, None
2025-09-12T12:12:59.690995, 0:06:55.054428,                                100,                                46,                              100,                              52,                               100,                               52, None
2025-09-12T12:13:04.691807, 0:07:00.055235,                                100,                                52,                              100,                              45,                               100,                               45, None
2025-09-12T12:13:09.692618, 0:07:05.056051,                                100,                                45,                              100,                              51,                               100,                               51, None
2025-09-12T12:13:14.693475, 0:07:10.056902,                                100,                                51,                              100,                              52,                               100,                               52, None
2025-09-12T12:13:19.693870, 0:07:15.057298,                                100,                                52,                              100,                              53,                               100,                               53, None
2025-09-12T12:13:24.694718, 0:07:20.058146,                                100,                                53,                              100,                              46,                               100,                               46, None
2025-09-12T12:13:29.695208, 0:07:25.058633,                                100,                                46,                              100,                              50,                               100,                               50, None
2025-09-12T12:13:34.696188, 0:07:30.059616,                                100,                                50,                              100,                              48,                               100,                               48, None
2025-09-12T12:13:39.696613, 0:07:35.060040,                                100,                                48,                              100,                              45,                               100,                               45, None
2025-09-12T12:13:44.697464, 0:07:40.060891,                                100,                                45,                              100,                              47,                               100,                               47, None
2025-09-12T12:13:49.698403, 0:07:45.061831,                                100,                                47,                              100,                              49,                               100,                               49, None
2025-09-12T12:13:54.699373, 0:07:50.062798,                                100,                                49,                              100,                              45,                               100,                               45, None
2025-09-12T12:13:59.700211, 0:07:55.063639,                                100,                                45,                              100,                              45,                               100,                               45, None
2025-09-12T12:14:04.701124, 0:08:00.064552,                                100,                                45,                              200,                             171,                               200,                              171, None
2025-09-12T12:14:09.702080, 0:08:05.065507,                                200,                               171,                              100,                              46,                               100,                               46, None
2025-09-12T12:14:14.703059, 0:08:10.066488,                                100,                                46,                              100,                              46,                               100,                               46, None
2025-09-12T12:14:19.703993, 0:08:15.067421,                                100,                                46,                              100,                              47,                               100,                               47, None
2025-09-12T12:14:24.704841, 0:08:20.068269,                                100,                                47,                              100,                              48,                               100,                               48, None
2025-09-12T12:14:29.705304, 0:08:25.068723,                                100,                                48,                              100,                              46,                               100,                               46, None
2025-09-12T12:14:34.706142, 0:08:30.069570,                                100,                                46,                              100,                              47,                               100,                               47, None
2025-09-12T12:14:39.706642, 0:08:35.070076,                                100,                                47,                              100,                              53,                               100,                               53, None
2025-09-12T12:14:44.706927, 0:08:40.070362,                                100,                                53,                              100,                              46,                               100,                               46, None
2025-09-12T12:14:49.707754, 0:08:45.071187,                                100,                                46,                              100,                              52,                               100,                               52, None
2025-09-12T12:14:54.708576, 0:08:50.072004,                                100,                                52,                              100,                              54,                               100,                               54, None
2025-09-12T12:14:59.709167, 0:08:55.072584,                                100,                                54,                              100,                              51,                               100,                               51, None
2025-09-12T12:15:04.709680, 0:09:00.073114,                                100,                                51,                              100,                              46,                               100,                               46, None
2025-09-12T12:15:09.710080, 0:09:05.073508,                                100,                                46,                              100,                              53,                               100,                               53, None
2025-09-12T12:15:14.710508, 0:09:10.073942,                                100,                                53,                              100,                              48,                               100,                               48, None
2025-09-12T12:15:19.710884, 0:09:15.074310,                                100,                                48,                              100,                              51,                               100,                               51, None
2025-09-12T12:15:24.711357, 0:09:20.074781,                                100,                                51,                              100,                              49,                               100,                               49, None
2025-09-12T12:15:29.712192, 0:09:25.075620,                                100,                                49,                              100,                              45,                               100,                               45, None
2025-09-12T12:15:34.713171, 0:09:30.076602,                                100,                                45,                              100,                              45,                               100,                               45, None
2025-09-12T12:15:39.714061, 0:09:35.077489,                                100,                                45,                              100,                              54,                               100,                               54, None
2025-09-12T12:15:44.715016, 0:09:40.078440,                                100,                                54,                              100,                              45,                               100,                               45, None
2025-09-12T12:15:49.715879, 0:09:45.079306,                                100,                                45,                              100,                              50,                               100,                               50, None
2025-09-12T12:15:54.716718, 0:09:50.080147,                                100,                                50,                              100,                              50,                               100,                               50, None
2025-09-12T12:15:59.717132, 0:09:55.080559,                                100,                                50,                              100,                              46,                               100,                               46, None
2025-09-12T12:16:04.718066, 0:10:00.081493,                                100,                                46,                              100,                              52,                               100,                               52, None
2025-09-12T12:16:09.719017, 0:10:05.082442,                                100,                                52,                              100,                              51,                               100,                               51, None
2025-09-12T12:16:14.719896, 0:10:10.083321,                                100,                                51,                              100,                              47,                               100,                               47, None
2025-09-12T12:16:19.720364, 0:10:15.083790,                                100,                                47,                              100,                              49,                               100,                               49, None
2025-09-12T12:16:24.721330, 0:10:20.084661,                                100,                                49,                              100,                              54,                               100,                               54, None
2025-09-12T12:16:29.722199, 0:10:25.085628,                                100,                                54,                              100,                              49,                               100,                               49, None
2025-09-12T12:16:34.722680, 0:10:30.086108,                                100,                                49,                              100,                              52,                               100,                               52, None
2025-09-12T12:16:39.723524, 0:10:35.086951,                                100,                                52,                              100,                              51,                               100,                               51, None
2025-09-12T12:16:44.724471, 0:10:40.087899,                                100,                                51,                              100,                              49,                               100,                               49, None
2025-09-12T12:16:49.725325, 0:10:45.088751,                                100,                                49,                              100,                              54,                               100,                               54, None
2025-09-12T12:16:54.726183, 0:10:50.089608,                                100,                                54,                              100,                              45,                               100,                               45, None
2025-09-12T12:16:59.727145, 0:10:55.090573,                                100,                                45,                              100,                              49,                               100,                               49, None
2025-09-12T12:17:04.728073, 0:11:00.091500,                                100,                                49,                              200,                             180,                               200,                              180, None
2025-09-12T12:17:09.728997, 0:11:05.092424,                                200,                               180,                              100,                              45,                               100,                               45, None
2025-09-12T12:17:14.729846, 0:11:10.093274,                                100,                                45,                              100,                              54,                               100,                               54, None
2025-09-12T12:17:19.730363, 0:11:15.093771,                                100,                                54,                              100,                              53,                               100,                               53, None
2025-09-12T12:17:24.731111, 0:11:20.094535,                                100,                                53,                              100,                              53,                               100,                               53, None
2025-09-12T12:17:29.731861, 0:11:25.095289,                                100,                                53,                              100,                              49,                               100,                               49, None
2025-09-12T12:17:34.732721, 0:11:30.096147,                                100,                                49,                              100,                              54,                               100,                               54, None
2025-09-12T12:17:39.733548, 0:11:35.096976,                                100,                                54,                              100,                              49,                               100,                               49, None
2025-09-12T12:17:44.734359, 0:11:40.097793,                                100,                                49,                              100,                              51,                               100,                               51, None
2025-09-12T12:17:49.735197, 0:11:45.098622,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:17:54.736131, 0:11:50.099558,                                100,                                51,                              100,                              47,                               100,                               47, None
2025-09-12T12:17:59.737059, 0:11:55.100484,                                100,                                47,                              100,                              53,                               100,                               53, None
2025-09-12T12:18:04.737562, 0:12:00.100989,                                100,                                53,                              100,                              53,                                 0,                               53, Short Coagulant Pump Outage
2025-09-12T12:18:09.738056, 0:12:05.101484,                                  0,                                53,                              100,                              50,                                 0,                               50, Short Coagulant Pump Outage
2025-09-12T12:18:14.738642, 0:12:10.102069,                                  0,                                50,                              100,                              49,                                 0,                               49, Short Coagulant Pump Outage
2025-09-12T12:18:19.739101, 0:12:15.102530,                                  0,                                49,                              100,                              54,                                 0,                               54, Short Coagulant Pump Outage
2025-09-12T12:18:24.739997, 0:12:20.103426,                                  0,                                54,                              100,                              53,                                 0,                               53, Short Coagulant Pump Outage
2025-09-12T12:18:29.740433, 0:12:25.103861,                                  0,                                53,                              100,                              48,                                 0,                               48, Short Coagulant Pump Outage
2025-09-12T12:18:34.741366, 0:12:30.104790,                                  0,                                48,                              100,                              52,                                 0,                               52, Short Coagulant Pump Outage
2025-09-12T12:18:39.742012, 0:12:35.105437,                                  0,                                52,                              100,                              52,                                 0,                               52, Short Coagulant Pump Outage
2025-09-12T12:18:44.742515, 0:12:40.105942,                                  0,                                52,                              100,                              47,                                 0,                               47, Short Coagulant Pump Outage
2025-09-12T12:18:49.742929, 0:12:45.106358,                                  0,                                47,                              100,                              53,                                 0,                               53, Short Coagulant Pump Outage
2025-09-12T12:18:54.743844, 0:12:50.107268,                                  0,                                53,                              100,                              47,                                 0,                               47, Short Coagulant Pump Outage
2025-09-12T12:18:59.744333, 0:12:55.107760,                                  0,                                47,                              100,                              53,                                 0,                               53, Short Coagulant Pump Outage
2025-09-12T12:19:04.744910, 0:13:00.108338,                                  0,                                53,                              100,                              45,                                 0,                               45, Short Coagulant Pump Outage
2025-09-12T12:19:09.745763, 0:13:05.109189,                                  0,                                45,                              100,                              47,                                 0,                               47, Short Coagulant Pump Outage
2025-09-12T12:19:14.746607, 0:13:10.110034,                                  0,                                47,                              100,                              45,                                 0,                               45, Short Coagulant Pump Outage
2025-09-12T12:19:19.747455, 0:13:15.110883,                                  0,                                45,                              100,                              49,                                 0,                               49, Short Coagulant Pump Outage
2025-09-12T12:19:24.748366, 0:13:20.111789,                                  0,                                49,                              100,                              51,                                 0,                               51, Short Coagulant Pump Outage
2025-09-12T12:19:29.748832, 0:13:25.112260,                                  0,                                51,                              100,                              50,                                 0,                               50, Short Coagulant Pump Outage
2025-09-12T12:19:34.749702, 0:13:30.113135,                                  0,                                50,                              100,                              53,                               100,                               53, None
2025-09-12T12:19:39.750521, 0:13:35.113949,                                100,                                53,                              100,                              51,                               100,                               51, None
2025-09-12T12:19:44.751361, 0:13:40.114790,                                100,                                51,                              100,                              51,                               100,                               51, None
2025-09-12T12:19:49.751724, 0:13:45.115152,                                100,                                51,                              100,                              49,                               100,                               49, None
2025-09-12T12:19:54.752160, 0:13:50.115587,                                100,                                49,                              100,                              52,                               100,                               52, None
2025-09-12T12:19:59.752608, 0:13:55.116037,                                100,                                52,                              100,                              47,                               100,                               47, None
2025-09-12T12:20:04.753440, 0:14:00.116869,                                100,                                47,                              100,                              52,                               100,                               52, None
2025-09-12T12:20:09.754353, 0:14:05.117776,                                100,                                52,                              100,                              52,                               100,                               52, None
2025-09-12T12:20:14.755337, 0:14:10.118762,                                100,                                52,                              100,                              46,                               100,                               46, None
2025-09-12T12:20:19.756222, 0:14:15.119649,                                100,                                46,                              100,                              50,                               100,                               50, None
2025-09-12T12:20:24.757115, 0:14:20.120542,                                100,                                50,                              100,                              52,                               100,                               52, None
