active_attack                        , chlorine_level_after_attack, chlorine_level_after_logic, chlorine_level_before_update, coagulant_pump_speed_after_attack, coagulant_pump_speed_after_logic, coagulant_pump_speed_before_update, dest_ip  , filter_backwash_pump_status_after_attack, filter_backwash_pump_status_after_logic, filter_backwash_pump_status_before_update, filter_outlet_turbidity_after_attack, filter_outlet_turbidity_after_logic, filter_outlet_turbidity_before_update, flocculator_speed_after_attack, flocculator_speed_after_logic, flocculator_speed_before_update, intake_pump_status_after_attack, intake_pump_status_after_logic, intake_pump_status_before_update, modbus_function                                                        , packet_size, raw_water_flow_rate_after_attack, raw_water_flow_rate_after_logic, raw_water_flow_rate_before_update, raw_water_turbidity_after_attack, raw_water_turbidity_after_logic, raw_water_turbidity_before_update, read_registers                                              , sedimentation_turbidity_after_attack, sedimentation_turbidity_after_logic, sedimentation_turbidity_before_update, sim_time      , src_ip      , timestamp                 , written_registers
Stealthy Data Manipulation (Offset)  ,          2.236598664705156 ,         2.236598664705156 ,           2.274185804398638 ,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               27,                              52,                                20, "{'raw_water_turbidity': 52, 'filter_outlet_turbidity': 2}" ,                                   28,                                  28,                                    24, 0:01:10.005471, 192.168.1.20, 2025-10-14T14:11:53.636741, {'raw_water_turbidity': 27}
Stealthy Data Manipulation (Offset)  ,          2.2547936805906477,         2.2547936805906477,           2.236598664705156 ,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                27, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   25,                                  25,                                    28, 0:01:15.005862, 192.168.1.20, 2025-10-14T14:11:58.637131, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.2504578685210914,         2.2504578685210914,           2.2547936805906477,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               22,                              47,                                20, "{'raw_water_turbidity': 47, 'filter_outlet_turbidity': 2}" ,                                   26,                                  26,                                    25, 0:01:20.006231, 192.168.1.20, 2025-10-14T14:12:03.637503, {'raw_water_turbidity': 22}
Stealthy Data Manipulation (Offset)  ,          2.2309317569717075,         2.2309317569717075,           2.2504578685210914,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               22,                              47,                                22, "{'raw_water_turbidity': 47, 'filter_outlet_turbidity': 2}" ,                                   25,                                  25,                                    26, 0:01:25.006596, 192.168.1.20, 2025-10-14T14:12:08.637864, {'raw_water_turbidity': 22}
Stealthy Data Manipulation (Offset)  ,          2.2223382813074757,         2.2223382813074757,           2.2309317569717075,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               28,                              53,                                22, "{'raw_water_turbidity': 53, 'filter_outlet_turbidity': 2}" ,                                   30,                                  30,                                    25, 0:01:30.006981, 192.168.1.20, 2025-10-14T14:12:13.638252, {'raw_water_turbidity': 28}
Stealthy Data Manipulation (Offset)  ,          2.182832565805547 ,         2.182832565805547 ,           2.2223382813074757,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    3,                                   3,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               28,                              53,                                28, "{'raw_water_turbidity': 53, 'filter_outlet_turbidity': 2}" ,                                   29,                                  29,                                    30, 0:01:35.007362, 192.168.1.20, 2025-10-14T14:12:18.638633, {'raw_water_turbidity': 28}
Stealthy Data Manipulation (Offset)  ,          2.1772301447111326,         2.1772301447111326,           2.182832565805547 ,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    3,                                   3,                                     3,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               28,                              53,                                28, "{'raw_water_turbidity': 53, 'filter_outlet_turbidity': 3}" ,                                   29,                                  29,                                    29, 0:01:40.007743, 192.168.1.20, 2025-10-14T14:12:23.639013, {'raw_water_turbidity': 28}
Stealthy Data Manipulation (Offset)  ,          2.2259362782188816,         2.2259362782188816,           2.1772301447111326,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     3,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                28, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 3}" ,                                   25,                                  25,                                    29, 0:01:45.008100, 192.168.1.20, 2025-10-14T14:12:28.639370, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.1999755542251456,         2.1999755542251456,           2.2259362782188816,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    3,                                   3,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               26,                              51,                                20, "{'raw_water_turbidity': 51, 'filter_outlet_turbidity': 2}" ,                                   27,                                  27,                                    25, 0:01:50.008458, 192.168.1.20, 2025-10-14T14:12:33.639727, {'raw_water_turbidity': 26}
Stealthy Data Manipulation (Offset)  ,          2.238240291405446 ,         2.238240291405446 ,           2.1999755542251456,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     3,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               27,                              52,                                26, "{'raw_water_turbidity': 52, 'filter_outlet_turbidity': 3}" ,                                   27,                                  27,                                    27, 0:01:55.008832, 192.168.1.20, 2025-10-14T14:12:38.640102, {'raw_water_turbidity': 27}
Stealthy Data Manipulation (Offset)  ,          2.2764962489476415,         2.2764962489476415,           2.238240291405446 ,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               21,                              46,                                27, "{'raw_water_turbidity': 46, 'filter_outlet_turbidity': 2}" ,                                   24,                                  24,                                    27, 0:02:00.009192, 192.168.1.20, 2025-10-14T14:12:43.640464, {'raw_water_turbidity': 21}
Stealthy Data Manipulation (Offset)  ,          2.1879441566986624,         2.1879441566986624,           2.2764962489476415,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    3,                                   3,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               28,                              53,                                21, "{'raw_water_turbidity': 53, 'filter_outlet_turbidity': 2}" ,                                   29,                                  29,                                    24, 0:02:05.009588, 192.168.1.20, 2025-10-14T14:12:48.640860, {'raw_water_turbidity': 28}
Stealthy Data Manipulation (Offset)  ,          2.224457277234359 ,         2.224457277234359 ,           2.1879441566986624,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     3,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               29,                              54,                                28, "{'raw_water_turbidity': 54, 'filter_outlet_turbidity': 3}" ,                                   30,                                  30,                                    29, 0:02:10.009997, 192.168.1.20, 2025-10-14T14:12:53.641271, {'raw_water_turbidity': 29}
Stealthy Data Manipulation (Offset)  ,          2.220051884816816 ,         2.220051884816816 ,           2.224457277234359 ,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               24,                              49,                                29, "{'raw_water_turbidity': 49, 'filter_outlet_turbidity': 2}" ,                                   27,                                  27,                                    30, 0:02:15.010356, 192.168.1.20, 2025-10-14T14:12:58.641627, {'raw_water_turbidity': 24}
Stealthy Data Manipulation (Offset)  ,          2.1774188315112086,         2.1774188315112086,           2.220051884816816 ,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    3,                                   3,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               29,                              54,                                24, "{'raw_water_turbidity': 54, 'filter_outlet_turbidity': 2}" ,                                   30,                                  30,                                    27, 0:02:20.010717, 192.168.1.20, 2025-10-14T14:13:03.641986, {'raw_water_turbidity': 29}
Stealthy Data Manipulation (Offset)  ,          2.2633697356901257,         2.2633697356901257,           2.1774188315112086,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     3,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                29, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 3}" ,                                   25,                                  25,                                    30, 0:02:25.011075, 192.168.1.20, 2025-10-14T14:13:08.642345, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.2147627349548977,         2.2147627349548977,           2.2633697356901257,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               26,                              51,                                20, "{'raw_water_turbidity': 51, 'filter_outlet_turbidity': 2}" ,                                   28,                                  28,                                    25, 0:02:30.011429, 192.168.1.20, 2025-10-14T14:13:13.642693, {'raw_water_turbidity': 26}
Stealthy Data Manipulation (Offset)  ,          2.250008340049024 ,         2.250008340049024 ,           2.2147627349548977,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                26, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   25,                                  25,                                    28, 0:02:35.011733, 192.168.1.20, 2025-10-14T14:13:18.643006, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.2233628253383286,         2.2233628253383286,           2.250008340049024 ,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               27,                              52,                                20, "{'raw_water_turbidity': 52, 'filter_outlet_turbidity': 2}" ,                                   29,                                  29,                                    25, 0:02:40.012121, 192.168.1.20, 2025-10-14T14:13:23.643392, {'raw_water_turbidity': 27}
Stealthy Data Manipulation (Offset)  ,          2.2481935011638625,         2.2481935011638625,           2.2233628253383286,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               22,                              47,                                27, "{'raw_water_turbidity': 47, 'filter_outlet_turbidity': 2}" ,                                   25,                                  25,                                    29, 0:02:45.012486, 192.168.1.20, 2025-10-14T14:13:28.643756, {'raw_water_turbidity': 22}
Stealthy Data Manipulation (Offset)  ,          2.2537813291159976,         2.2537813291159976,           2.2481935011638625,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               20,                              45,                                22, "{'raw_water_turbidity': 45, 'filter_outlet_turbidity': 2}" ,                                   25,                                  25,                                    25, 0:02:50.012885, 192.168.1.20, 2025-10-14T14:13:33.644158, {'raw_water_turbidity': 20}
Stealthy Data Manipulation (Offset)  ,          2.2557513214169833,         2.2557513214169833,           2.2537813291159976,                               100,                              100,                                100, localhost,                                        0,                                       0,                                         0,                                    2,                                   2,                                     2,                            100,                           100,                             100,                               1,                              1,                                1, ATTACK: Stealthy Data Manipulation (Offset) (offset)                   ,          16,                             5000,                            5000,                              5000,                               22,                              47,                                20, "{'raw_water_turbidity': 47, 'filter_outlet_turbidity': 2}" ,                                   25,                                  25,                                    25, 0:02:55.013265, 192.168.1.20, 2025-10-14T14:13:38.644539, {'raw_water_turbidity': 22}
