Timestamp_Index,Original_CSV_Index,Predicted_Type,Confidence,Actual_Type
1118,16229,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1119,16230,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1120,16231,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1121,16232,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1122,16233,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1123,16234,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1124,16235,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1125,16236,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1126,16237,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1127,16238,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1128,16239,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1129,16240,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1130,16241,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1131,16242,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1132,16243,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1133,16244,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1134,16245,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1135,16246,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1136,16247,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1137,16248,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1138,16249,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1139,16250,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1140,16251,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1141,16252,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1142,16253,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1143,16254,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1144,16255,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1145,16256,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1146,16257,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1147,16258,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1148,16259,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1149,16260,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1150,16261,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1151,16262,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1152,16263,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1153,16264,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1154,16265,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1155,16266,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1156,16267,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1157,16268,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1158,16269,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1159,16270,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1160,16271,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1161,16272,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1162,16273,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1163,16274,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1164,16275,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1165,16276,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1166,16277,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1167,16278,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1168,16279,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1169,16280,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1170,16281,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1171,16282,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1172,16283,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1173,16284,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1174,16285,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1175,16286,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1176,16287,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1177,16288,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1178,16289,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1179,16290,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1180,16291,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1181,16292,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1182,16293,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1183,16294,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1184,16295,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1185,16296,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1186,16297,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1187,16298,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1188,16299,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1189,16300,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1190,16301,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1191,16302,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1192,16303,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1193,16304,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1194,16305,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1195,16306,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1196,16307,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1197,16308,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1198,16309,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1199,16310,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1200,16311,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1201,16312,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1202,16313,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1203,16314,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1204,16315,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1205,16316,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1206,16317,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1207,16318,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1208,16319,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1209,16320,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1210,16321,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1211,16322,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1212,16323,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1213,16324,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1214,16325,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1215,16326,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1216,16327,False Data Injection (High Value),0.98,False Data Injection (High Value)    
1217,16328,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1218,16329,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1219,16330,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1220,16331,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1221,16332,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1222,16333,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1223,16334,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1224,16335,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1225,16336,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1226,16337,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1227,16338,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1228,16339,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1229,16340,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1230,16341,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1231,16342,False Data Injection (High Value),0.98,False Data Injection (High Value)    
1232,16343,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1233,16344,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1234,16345,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1235,16346,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1236,16347,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1237,16348,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1238,16349,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1239,16350,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1240,16351,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1241,16352,False Data Injection (High Value),0.98,False Data Injection (High Value)    
1242,16353,False Data Injection (High Value),0.99,False Data Injection (High Value)    
1243,16354,False Data Injection (High Value),0.99,False Data Injection (High Value)    
1244,16355,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1245,16356,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1246,16357,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1247,16358,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1248,16359,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1249,16360,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1250,16361,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1251,16362,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1252,16363,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1253,16364,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1254,16365,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1255,16366,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1256,16367,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1257,16368,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1258,16369,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1259,16370,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1260,16371,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1261,16372,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1262,16373,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1263,16374,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1264,16375,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1265,16376,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1266,16377,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1267,16378,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1268,16379,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1269,16380,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1270,16381,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1271,16382,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1272,16383,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1273,16384,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1274,16385,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1275,16386,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1276,16387,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1277,16388,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1278,16389,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1279,16390,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1280,16391,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1281,16392,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1282,16393,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1283,16394,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1284,16395,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1285,16396,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1286,16397,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1287,16398,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1288,16399,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1289,16400,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1290,16401,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1291,16402,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1292,16403,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1293,16404,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1294,16405,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1295,16406,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1296,16407,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1297,16408,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1298,16409,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1299,16410,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1300,16411,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1301,16412,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1302,16413,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1303,16414,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1304,16415,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1305,16416,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1306,16417,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1307,16418,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1308,16419,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1309,16420,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1310,16421,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1311,16422,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1312,16423,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1313,16424,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1314,16425,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1315,16426,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1316,16427,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1317,16428,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1318,16429,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1319,16430,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1320,16431,False Data Injection (High Value),0.98,False Data Injection (High Value)    
1321,16432,False Data Injection (High Value),0.98,False Data Injection (High Value)    
1322,16433,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1323,16434,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1324,16435,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1325,16436,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1326,16437,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1327,16438,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1328,16439,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1329,16440,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1330,16441,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1331,16442,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1332,16443,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1333,16444,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1334,16445,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1335,16446,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1336,16447,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1337,16448,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1338,16449,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1339,16450,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1340,16451,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1341,16452,False Data Injection (High Value),0.98,False Data Injection (High Value)    
1342,16453,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1343,16454,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1344,16455,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1345,16456,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1346,16457,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1347,16458,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1348,16459,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1349,16460,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1350,16461,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1351,16462,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1352,16463,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1353,16464,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1354,16465,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1355,16466,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1356,16467,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1357,16468,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1358,16469,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1359,16470,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1360,16471,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1361,16472,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1362,16473,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1363,16474,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1364,16475,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1365,16476,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1366,16477,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1367,16478,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1368,16479,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1369,16480,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1370,16481,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1371,16482,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1372,16483,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1373,16484,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1374,16485,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1375,16486,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1376,16487,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1377,16488,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1378,16489,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1379,16490,False Data Injection (High Value),1.0,False Data Injection (High Value)    
1380,16491,Man-in-the-Middle (Data Manipulation),0.98,Man-in-the-Middle (Data Manipulation)
1381,16492,Man-in-the-Middle (Data Manipulation),0.9651851851851851,Man-in-the-Middle (Data Manipulation)
1382,16493,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1383,16494,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1384,16495,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1385,16496,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1386,16497,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1387,16498,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1388,16499,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1389,16500,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1390,16501,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1391,16502,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1392,16503,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1393,16504,Man-in-the-Middle (Data Manipulation),0.9814285714285714,Man-in-the-Middle (Data Manipulation)
1394,16505,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1395,16506,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1396,16507,Man-in-the-Middle (Data Manipulation),0.999913606911447,Man-in-the-Middle (Data Manipulation)
1397,16508,Man-in-the-Middle (Data Manipulation),0.9995857380589881,Man-in-the-Middle (Data Manipulation)
1398,16509,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1399,16510,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1400,16511,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1401,16512,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1402,16513,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1403,16514,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1404,16515,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1405,16516,Man-in-the-Middle (Data Manipulation),0.9995857380589881,Man-in-the-Middle (Data Manipulation)
1406,16517,Man-in-the-Middle (Data Manipulation),0.999913606911447,Man-in-the-Middle (Data Manipulation)
1407,16518,Man-in-the-Middle (Data Manipulation),0.999913606911447,Man-in-the-Middle (Data Manipulation)
1408,16519,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1409,16520,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1410,16521,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1411,16522,Man-in-the-Middle (Data Manipulation),0.999913606911447,Man-in-the-Middle (Data Manipulation)
1412,16523,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1413,16524,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1414,16525,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1415,16526,Man-in-the-Middle (Data Manipulation),0.9995857380589881,Man-in-the-Middle (Data Manipulation)
1416,16527,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1417,16528,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1418,16529,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1419,16530,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1420,16531,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1421,16532,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1422,16533,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1423,16534,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1424,16535,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1425,16536,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1426,16537,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1427,16538,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1428,16539,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1429,16540,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1430,16541,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1431,16542,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1432,16543,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1433,16544,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1434,16545,Man-in-the-Middle (Data Manipulation),0.999913606911447,Man-in-the-Middle (Data Manipulation)
1435,16546,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1436,16547,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1437,16548,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1438,16549,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1439,16550,Man-in-the-Middle (Data Manipulation),0.999913606911447,Man-in-the-Middle (Data Manipulation)
1440,16551,Man-in-the-Middle (Data Manipulation),0.999913606911447,Man-in-the-Middle (Data Manipulation)
1441,16552,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1442,16553,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1443,16554,Man-in-the-Middle (Data Manipulation),0.999913606911447,Man-in-the-Middle (Data Manipulation)
1444,16555,Man-in-the-Middle (Data Manipulation),0.999913606911447,Man-in-the-Middle (Data Manipulation)
1445,16556,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1446,16557,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1447,16558,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1448,16559,Man-in-the-Middle (Data Manipulation),0.999913606911447,Man-in-the-Middle (Data Manipulation)
1449,16560,Man-in-the-Middle (Data Manipulation),0.999913606911447,Man-in-the-Middle (Data Manipulation)
1450,16561,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1451,16562,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
1452,16563,Man-in-the-Middle (Data Manipulation),0.999913606911447,Man-in-the-Middle (Data Manipulation)
1453,16564,Man-in-the-Middle (Data Manipulation),1.0,Man-in-the-Middle (Data Manipulation)
